Interaction_A (Entrez Gene_ID)	Interaction_B (Entrez Gene_ID)	Interaction A (Gene Symbol)	Interaction B (Gene Symbol)	Correlation	P value	Adjusted P value
341640	8883	FREM2	NAE1	0.0378955186050691	0.624727542958592	1
255252	8883	LRRC57	NAE1	0.409182030229901	3.32039416676494e-08	0.000589602392192451
137797	8883	LYPD2	NAE1	0.0426858279421965	0.581600373625644	1
137075	8883	CLDN23	NAE1	-0.278884287913046	0.000240934518637146	1
114897	8883	C1QTNF1	NAE1	-0.130744696777384	0.0901992960806827	1
91750	8883	LIN52	NAE1	0.373131260307099	5.84272355736848e-07	0.0100687655064131
91319	8883	DERL3	NAE1	-0.112323371826488	0.145954109833486	1
1018	8883	CDK3	NAE1	0.0074323648549472	0.923596046239451	1
3916	8883	LAMP1	NAE1	-0.394964382052731	1.07190654739474e-07	0.00188066003740408
222611	8883	GPR111	NAE1	-0.163781490449329	0.0333581012194409	1
79852	8883	EPHX3	NAE1	-0.104687733510322	0.175556162079954	1
51390	8883	AIG1	NAE1	0.314587565474077	3.10611516722147e-05	0.503905063578338
2355	8883	FOSL2	NAE1	-0.375385068605098	4.93227409919769e-07	0.00851606445967474
1973	8883	EIF4A1	NAE1	0.268511398885761	0.000415891192766739	1
1852	8883	DUSP9	NAE1	-0.00177503824986886	0.981726646872408	1
143244	8883	EIF5AL1	NAE1	0.343925402059637	4.68782274281599e-06	0.0785585335241104
125972	8883	CALR3	NAE1	0.094012946411212	0.224064021387531	1
84253	8883	GARNL3	NAE1	-0.0940347450510816	0.223956146376193	1
56605	8883	ERO1LB	NAE1	0.28810038394977	0.000145654228202384	1
958	8883	CD40	NAE1	-0.214680041619906	0.00506479502382859	1
27113	8883	BBC3	NAE1	-0.210944067212064	0.00590576575578362	1
917	8883	CD3G	NAE1	-0.132437516122845	0.0860744040329772	1
57472	8883	CNOT6	NAE1	0.078313197723631	0.311504113265883	1
57055	8883	DAZ2	NAE1	0.00799195460999217	0.917862994100824	1
55173	8883	MRPS10	NAE1	0.520211831344597	4.20443738886874e-13	7.96782929564515e-09
53942	8883	CNTN5	NAE1	-0.00153072526279187	0.984241407478996	1
51237	8883	MZB1	NAE1	-0.0564012495197082	0.46639657628339	1
29933	8883	GPR132	NAE1	-0.415574857882707	1.92525512092814e-08	0.000343561776329626
940	8883	CD28	NAE1	-0.199297696713158	0.00938354043096251	1
23591	8883	FAM215A	NAE1	-0.134756328539252	0.0806707937793765	1
23148	8883	NACAD	NAE1	-0.311427576502639	3.76448223955594e-05	0.607963881688285
10913	8883	EDAR	NAE1	0.0686852410381127	0.374901434316989	1
10281	8883	DSCR4	NAE1	0.0456630176641012	0.555511715409978	1
10120	8883	ACTR1B	NAE1	0.0718342582233288	0.353348291310364	1
9747	8883	FAM115A	NAE1	-0.108054070307038	0.16200039190432	1
9721	8883	GPRIN2	NAE1	0.0666087570501993	0.389544708074498	1
9529	8883	BAG5	NAE1	-0.031440994772342	0.684889723032015	1
8850	8883	KAT2B	NAE1	0.13491441503458	0.080312572267056	1
8739	8883	HRK	NAE1	0.174253526042501	0.0234607478814699	1
8357	8883	HIST1H3H	NAE1	-0.0102756229442013	0.894513546745461	1
8352	8883	HIST1H3C	NAE1	-0.0038364909938634	0.960517323654582	1
664	8883	BNIP3	NAE1	0.0428764681985181	0.57991293927921	1
575	8883	BAI1	NAE1	0.0429458770946178	0.579299138371004	1
5606	8883	MAP2K3	NAE1	-0.294512197703265	0.000101571651519533	1
4054	8883	LTBP3	NAE1	-0.358613916748055	1.68791978920484e-06	0.028692948496693
3934	8883	LCN2	NAE1	-0.0870579498040821	0.260380568195763	1
3727	8883	JUND	NAE1	-0.063969846153048	0.408643717704765	1
3726	8883	JUNB	NAE1	-0.208645576943822	0.00648313617266884	1
3605	8883	IL17A	NAE1	-0.0758984107689683	0.326705202530646	1
3553	8883	IL1B	NAE1	-0.120531962760156	0.118527818423469	1
3004	8883	GZMM	NAE1	-0.0660364323372701	0.393640528484393	1
3001	8883	GZMA	NAE1	-0.0455056367597723	0.55687652444752	1
1974	8883	EIF4A2	NAE1	0.325970790235973	1.52604653252694e-05	0.250729445294177
1848	8883	DUSP6	NAE1	-0.0247079973863225	0.749826032105066	1
1613	8883	DAPK3	NAE1	-0.293257140577037	0.000109070774426768	1
401250	8883	MCCD1	NAE1	-0.0189526122695192	0.80678371839106	1
389320	8883	C5orf48	NAE1	-0.13181849460685	0.0875648998804245	1
388125	8883	C2CD4B	NAE1	-0.0909464519742364	0.239607710203992	1
374393	8883	FAM111B	NAE1	0.0764373694420938	0.323271735238592	1
1459	8883	CSNK2A2	NAE1	0.160724902799498	0.036842266352349	1
339184	8883	CCDC144NL	NAE1	0.186701452951415	0.0150773444147216	1
246176	8883	GAS2L2	NAE1	0.0879902309824537	0.255291128624436	1
162989	8883	DEDD2	NAE1	-0.0183398965691435	0.812913524180063	1
148362	8883	BROX	NAE1	0.0681665348119036	0.378527361332568	1
146723	8883	C17orf77	NAE1	0.0919872666319313	0.234249653724132	1
1212	8883	CLTB	NAE1	-0.260070771142753	0.000638334266133606	1
140625	8883	ACTRT2	NAE1	-0.00412489943342646	0.957551890605074	1
139324	8883	HDX	NAE1	0.326208743780125	1.50308085658126e-05	0.247031338779131
130916	8883	MTERFD2	NAE1	0.121007170738165	0.117072011445998	1
127428	8883	TCEANC2	NAE1	0.286518804450248	0.000158990170064697	1
119032	8883	C10orf32	NAE1	0.341875539724972	5.38421415418694e-06	0.0900563659429307
113655	8883	MFSD3	NAE1	-0.121879875548495	0.11443474549844	1
92196	8883	DAPL1	NAE1	0.175121293145538	0.022767839784483	1
84939	8883	MUM1	NAE1	-0.173340089447523	0.0242096411705361	1
84318	8883	CCDC77	NAE1	0.323425602800591	1.79333921173396e-05	0.29383862984261
84317	8883	CCDC115	NAE1	0.141366208799232	0.0667521132297137	1
83933	8883	HDAC10	NAE1	-0.415423382405831	1.95053715391299e-08	0.000348014839001156
79885	8883	HDAC11	NAE1	-0.255399966444522	0.00080429001213494	1
79370	8883	BCL2L14	NAE1	0.0983755546805585	0.203202765562687	1
79086	8883	SMIM7	NAE1	0.429388789715998	5.69952656916671e-09	0.000102716867829522
79065	8883	ATG9A	NAE1	-0.366315360072998	9.67701888110493e-07	0.0165651209206754
9447	4609	AIM2	MYC	0.130631501404606	0.0904806472477336	1
79577	4893	CDC73	NRAS	0.529352800046212	1.36861214083797e-13	2.60597437736958e-09
79577	3845	CDC73	KRAS	0.226376129333664	0.00308071810167163	1
79577	3265	CDC73	HRAS	-0.3716050902327	6.54813330315225e-07	0.011271301854716
2946	8883	GSTM2	NAE1	0.0582246545919097	0.452086503691149	1
2071	8883	ERCC3	NAE1	0.300405758690026	7.23738844325612e-05	1
414301	8883	DDI1	NAE1	-0.119163225701107	0.122799630448235	1
347516	8883	DGAT2L6	NAE1	-0.0296807188988056	0.701667795593362	1
201895	8883	SMIM14	NAE1	0.378671862753552	3.84380642837114e-07	0.0066563195920103
83641	8883	FAM107B	NAE1	0.0406092664536888	0.600126438793376	1
65123	8883	INTS3	NAE1	-0.182363473777939	0.0176411627802324	1
64976	8883	MRPL40	NAE1	0.279293498701217	0.000235696659462667	1
63901	8883	FAM111A	NAE1	0.00995654518301114	0.897770995652926	1
57596	8883	BEGAIN	NAE1	-0.190160938687549	0.0132720648678464	1
57102	8883	C12orf4	NAE1	0.452049820183175	6.84840890631691e-10	1.25264247305443e-05
1538	8883	CYLC1	NAE1	0.0193429138512005	0.802885112854927	1
54955	8883	C1orf109	NAE1	0.464867630408213	1.92489134373492e-10	3.54853719217532e-06
54014	8883	BRWD1	NAE1	0.106640140447161	0.167595504503643	1
30844	8883	EHD4	NAE1	-0.271122164711813	0.000363236140832403	1
25901	8883	CCDC28A	NAE1	0.158006838578384	0.0401938693326379	1
23254	8883	KAZN	NAE1	-0.00304018453856276	0.968707682383671	1
23172	8883	FAM175B	NAE1	0.243866260452715	0.0013977667885697	1
3119	8883	HLA-DQB1	NAE1	-0.185520617302936	0.0157408205654296	1
3065	8883	HDAC1	NAE1	0.206763373870565	0.00699285982850006	1
3029	8883	HAGH	NAE1	0.158339345463728	0.0397705749674157	1
2717	8883	GLA	NAE1	0.143964216368796	0.0618479213788859	1
2668	8883	GDNF	NAE1	-0.0852762000743497	0.270299853217478	1
1815	8883	DRD4	NAE1	-0.149223835384466	0.0528226186596788	1
1676	8883	DFFA	NAE1	0.0952151881560259	0.218169339906823	1
286	8883	ANK1	NAE1	-0.284817498445382	0.000174601563188571	1
123103	8883	KLHL33	NAE1	-0.137620884121213	0.0743760309530446	1
112401	8883	BIRC8	NAE1	-0.0470567395472008	0.543496489462285	1
84311	8883	MRPL45	NAE1	0.548063554124876	1.23489478927805e-14	2.36914565322993e-10
1134	8883	CHRNA1	NAE1	0.0276078523304662	0.721611166116844	1
81618	8883	ITM2C	NAE1	-0.0451943869005448	0.55958044471353	1
1039	8883	CDR2	NAE1	-0.00385002227120632	0.960378181818559	1
79444	8883	BIRC7	NAE1	-0.11608660236136	0.132836021617691	1
55973	8883	BCAP29	NAE1	0.29294321838274	0.000111025804170702	1
952	8883	CD38	NAE1	0.00585288538045098	0.939798237969715	1
26999	8883	CYFIP2	NAE1	-0.147651463604815	0.0553986025954237	1
23641	8883	LDOC1	NAE1	-0.0829532450792601	0.283613222964948	1
10912	8883	GADD45G	NAE1	0.146993792212725	0.0565063993018189	1
837	8883	CASP4	NAE1	-0.0263482974224145	0.733822818676317	1
10134	8883	BCAP31	NAE1	0.0646272170181372	0.403835080127196	1
10017	8883	BCL2L10	NAE1	-0.0596137902288883	0.441351716777822	1
8738	8883	CRADD	NAE1	0.436210496813171	3.06117193616215e-09	5.54255790761519e-05
8453	8883	CUL2	NAE1	0.251778951027114	0.000959309270897587	1
638	8883	BIK	NAE1	0.0820774793161043	0.288744767760435	1
6349	8883	CCL3L1	NAE1	0.0545780819683134	0.480950413523124	1
33	8883	ACADL	NAE1	0.234523505815935	0.00214705983110942	1
57099	8883	AVEN	NAE1	0.0400640659937324	0.605033938812029	1
55379	8883	LRRC59	NAE1	0.130306305796925	0.0912928264013733	1
728642	8883	CDK11A	NAE1	-0.122798756010602	0.111708257037654	1
54991	8883	C1orf159	NAE1	0.0318582521332883	0.680934749450591	1
970	8883	CD70	NAE1	-0.155023518398635	0.0441638876396772	1
51122	8883	COMMD2	NAE1	0.552234085572056	7.07657926849801e-15	1.35948164327115e-10
27141	8883	CIDEB	NAE1	-0.34126715960964	5.60909615833061e-06	0.093748173300869
23514	8883	KIAA0146	NAE1	0.21942069794755	0.00415282724054035	1
914	8883	CD2	NAE1	-0.145051681713781	0.0598848194637076	1
883	8883	CCBL1	NAE1	0.164290257300018	0.0328061823737515	1
9140	8883	ATG12	NAE1	0.561167776541468	2.09113011890602e-15	4.03358088635783e-11
8988	8883	HSPB3	NAE1	0.154755546983776	0.0445360103533751	1
665	8883	BNIP3L	NAE1	0.265859569403139	0.000476534136641383	1
7915	8883	ALDH5A1	NAE1	0.101026091652603	0.191233671656709	1
663	8883	BNIP2	NAE1	-0.0457462802915924	0.554790316257638	1
624	8883	BDKRB2	NAE1	-0.215527242699386	0.00488970347313529	1
475	8883	ATOX1	NAE1	0.163777935937612	0.0333619847377297	1
4615	8883	MYD88	NAE1	-0.293431816439811	0.000107996920981278	1
4199	8883	ME1	NAE1	0.145709582855456	0.0587222368763636	1
4049	8883	LTA	NAE1	-0.0455949260181123	0.556102008253387	1
3963	8883	LGALS7	NAE1	-0.0594066790691384	0.442942965569335	1
3838	8883	KPNA2	NAE1	0.208385071590035	0.00655164975065248	1
3550	8883	IK	NAE1	0.0398488316573482	0.606976218618939	1
3214	8883	HOXB4	NAE1	0.0878926215916392	0.25582075538315	1
3141	8883	HLCS	NAE1	-0.156914118022767	0.0416117057107394	1
2846	8883	LPAR4	NAE1	0.233382407083812	0.00226009528691431	1
2785	8883	GNG3	NAE1	-0.0550346864069048	0.47728262628227	1
2620	8883	GAS2	NAE1	0.00988130312055024	0.898539388996065	1
2308	8883	FOXO1	NAE1	-0.0723638961591267	0.349801049887541	1
1965	8883	EIF2S1	NAE1	0.266948487253372	0.000450705727102882	1
1892	8883	ECHS1	NAE1	0.123228132951418	0.110451753443316	1
1847	8883	DUSP5	NAE1	-0.175755416619314	0.0222727047998585	1
1776	8883	DNASE1L3	NAE1	0.0111822419389638	0.885267714323462	1
245972	8883	ATP6V0D2	NAE1	-0.0351815487680682	0.649752283105161	1
1439	8883	CSF2RB	NAE1	-0.327166406422427	1.41391392743156e-05	0.23261711934104
218	8883	ALDH3A1	NAE1	-0.0935164479453906	0.226531019658945	1
200008	8883	CDCP2	NAE1	0.0680774549603223	0.379152204460709	1
170691	8883	ADAMTS17	NAE1	-0.0816185259821056	0.291458614405093	1
1339	8883	COX6A2	NAE1	-0.0611321787691585	0.429785385992755	1
151313	8883	FAHD2B	NAE1	0.12349179815213	0.109685678421095	1
139760	8883	GPR119	NAE1	-0.0218580485743285	0.777882616796399	1
134353	8883	LSM11	NAE1	-0.0341924714247469	0.658972490846198	1
84883	8883	AIFM2	NAE1	-0.197518152847258	0.0100504315790189	1
84303	8883	CHCHD6	NAE1	0.233257627493355	0.00227277791529168	1
81610	8883	FAM83D	NAE1	0.141670777965287	0.066161257902841	1
80314	8883	EPC1	NAE1	0.118171994883571	0.125966954398907	1
80199	8883	FUZ	NAE1	0.112740459971693	0.144453535843713	1
80168	8883	MOGAT2	NAE1	-0.0698990439734781	0.366500061342288	1
80034	8883	CSRNP3	NAE1	-0.0220832229949661	0.77565485998003	1
59082	8883	CARD18	NAE1	-0.00307565273158294	0.96834280059977	1
8536	3177	CAMK1	SLC29A2	0.131296034004831	0.0888388882686443	1
8536	9154	CAMK1	SLC28A1	-0.0321239661526714	0.678420693941022	1
8536	2030	CAMK1	SLC29A1	-0.0191522317326978	0.804789178518489	1
8536	51727	CAMK1	CMPK1	0.313558642664628	3.3075442153462e-05	0.535789087443931
8536	7298	CAMK1	TYMS	-0.0781675503774065	0.312407649598111	1
8536	6240	CAMK1	RRM1	-0.167978168867277	0.0290324837296415	1
8536	1633	CAMK1	DCK	0.151994686080054	0.0485248209563369	1
8536	978	CAMK1	CDA	0.0703434410197972	0.363453482449719	1
29899	4609	GPSM2	MYC	0.0972095802693733	0.208635784015604	1
10611	6582	PDLIM5	SLC22A2	-0.0086929380227642	0.91068735193393	1
10611	6580	PDLIM5	SLC22A1	-0.0570712275843541	0.461109841193339	1
10611	5979	PDLIM5	RET	0.034997957054701	0.651459771230364	1
10611	5742	PDLIM5	PTGS1	0.164153966288504	0.0329532679264163	1
1453	3177	CSNK1D	SLC29A2	0.256284200068707	0.000770111540824515	1
1453	9154	CSNK1D	SLC28A1	0.054983735349414	0.477691149801294	1
1453	2030	CSNK1D	SLC29A1	-0.0354000903349677	0.647722119766864	1
1453	7298	CSNK1D	TYMS	-0.281073193999473	0.000214124864582844	1
1453	6240	CSNK1D	RRM1	-0.122096933904441	0.11378605724731	1
1453	1633	CSNK1D	DCK	-0.560495635888251	2.2949214538151e-15	4.4248380551009e-11
4601	8883	MXI1	NAE1	0.18187592481061	0.0179517216863616	1
3988	8883	LIPA	NAE1	-0.0201768159634948	0.794571899481873	1
359	8883	AQP2	NAE1	0.0539947941386283	0.485657856841932	1
3242	8883	HPD	NAE1	0.0550430093107772	0.477215911583001	1
2574	8883	GAGE2C	NAE1	0.113854664466638	0.140502390413485	1
2178	8883	FANCE	NAE1	0.0564128068222486	0.466305096961615	1
2151	8883	F2RL2	NAE1	-0.0881291696228751	0.254538553752494	1
445328	8883	ARHGEF35	NAE1	-0.167414975140574	0.0295836389185127	1
348980	8883	HCN1	NAE1	-0.099357449491033	0.198707290917087	1
205428	8883	C3orf58	NAE1	-0.170823934679703	0.0263796013554758	1
151636	8883	DTX3L	NAE1	-0.185323946263171	0.0158537617087357	1
149297	8883	FAM78B	NAE1	-0.0474768801770245	0.539899783895598	1
146909	8883	KIF18B	NAE1	0.0244470800512814	0.752381682783173	1
135458	8883	HUS1B	NAE1	-0.0552338267052367	0.475687746389352	1
313	8883	AOAH	NAE1	-0.246753338002413	0.00122007757526183	1
130589	8883	GALM	NAE1	-0.185180489254791	0.0159365887658304	1
117154	8883	DACH2	NAE1	-0.0183909542993454	0.812402286569826	1
116093	8883	DIRC1	NAE1	-0.144897184665396	0.0601605576891184	1
112849	8883	L3HYPDH	NAE1	-0.0292885464985209	0.705425851854255	1
94160	8883	ABCC12	NAE1	-0.0377464819214102	0.626091037386635	1
83417	8883	FCRL4	NAE1	-0.0137246181295704	0.859426552438574	1
79068	8883	FTO	NAE1	0.193373824589431	0.0117680237997523	1
64799	8883	IQCH	NAE1	0.336614583587943	7.64826299484348e-06	0.127190613604247
64210	8883	MMS19	NAE1	-0.234359025250809	0.00216302970907887	1
1591	8883	CYP24A1	NAE1	-0.0145722393765845	0.850842843901284	1
1573	8883	CYP2J2	NAE1	-0.0901829658900104	0.24359215148627	1
55554	8883	KLK15	NAE1	-0.131904323693606	0.0873570146292203	1
55320	8883	MIS18BP1	NAE1	-0.0322430246205574	0.677295368834799	1
1535	8883	CYBA	NAE1	-0.153504961170749	0.0463074935827018	1
55210	8883	ATAD3A	NAE1	-0.159953359196774	0.0377687654426907	1
54890	8883	ALKBH5	NAE1	-0.297545516625568	8.53910928742186e-05	1
54841	8883	BIVM	NAE1	0.386649156200861	2.07470494326994e-07	0.00361807795056845
54785	8883	C17orf59	NAE1	-0.310367359004666	4.01333431239929e-05	0.646628424413773
51179	8883	HAO2	NAE1	0.107588733280012	0.163826154946555	1
29086	8883	BABAM1	NAE1	0.26716148159953	0.000445807559356708	1
26270	8883	FBXO6	NAE1	0.14493765149589	0.0600882339762876	1
23464	8883	GCAT	NAE1	0.0146262669675037	0.850296298368586	1
9955	8883	HS3ST3A1	NAE1	-0.130993798063628	0.089582602913394	1
9633	8883	MTL5	NAE1	-0.18246850665785	0.017574873248109	1
9557	8883	CHD1L	NAE1	0.0783419199740046	0.311326134000347	1
869	8883	CBLN1	NAE1	0.0780608211677311	0.313070839036271	1
8314	8883	BAP1	NAE1	-0.159939387586754	0.037785722509032	1
3543	8883	IGLL1	NAE1	-0.0262819563964759	0.734467894038646	1
3268	8883	AGFG2	NAE1	-0.21951708291348	0.00413592534293949	1
3162	8883	HMOX1	NAE1	-0.0871301938063798	0.259983710116614	1
1978	4609	EIF4EBP1	MYC	0.47620093086119	5.99347852889352e-11	1.1114905931833e-06
1978	8883	EIF4EBP1	NAE1	0.0509280976117891	0.5108090168585	1
1636	8883	ACE	NAE1	-0.225629155695935	0.0031824635593471	1
1611	8883	DAP	NAE1	0.0908491809237932	0.240112796490637	1
391356	8883	PTRHD1	NAE1	0.290064670454665	0.000130544041054878	1
349149	8883	GJC3	NAE1	0.136176542889271	0.0774983217497032	1
285973	8883	ATG9B	NAE1	0.052289126042542	0.499564121439768	1
285331	8883	CCDC66	NAE1	0.313058416349466	3.40985538203979e-05	0.55191919213696
284325	8883	C19orf54	NAE1	-0.135706289239865	0.0785374266228029	1
253959	8883	RALGAPA1	NAE1	-0.00120489364919853	0.987595492202281	1
199221	8883	DZIP1L	NAE1	-0.11375456891318	0.140853941929133	1
1286	8883	COL4A4	NAE1	-0.0461203831495215	0.551554648941992	1
1211	6582	CLTA	SLC22A2	0.0437688445877657	0.572044563545921	1
1211	6580	CLTA	SLC22A1	0.05249705731485	0.497857724927638	1
1211	5159	CLTA	PDGFRB	-0.0378559940186842	0.625089018444568	1
1211	780	CLTA	DDR1	-0.407182271475649	3.92845496352701e-08	0.000696279357735527
1211	5156	CLTA	PDGFRA	-0.0441580925501796	0.568628257197124	1
1211	1436	CLTA	CSF1R	-0.0544963591316609	0.481608473399821	1
1211	4914	CLTA	NTRK1	0.00635433485375932	0.934651408472272	1
1211	5979	CLTA	RET	-0.00142094436829288	0.985371455370194	1
1211	3815	CLTA	KIT	-0.082692738006435	0.285133226199393	1
1211	5742	CLTA	PTGS1	-0.149062689622313	0.0530819728014245	1
1211	1557	CLTA	CYP2C19	0.13666148128641	0.0764384209815911	1
1211	1565	CLTA	CYP2D6	0.063694912561521	0.410664821384917	1
1211	1559	CLTA	CYP2C9	0.181160589754221	0.0184159622742668	1
1211	1544	CLTA	CYP1A2	-0.00491717271024418	0.949408805960617	1
1211	1551	CLTA	CYP3A7	-0.112984616592627	0.143580577869329	1
1211	1577	CLTA	CYP3A5	-0.0120070711370576	0.876869380651216	1
1211	1576	CLTA	CYP3A4	-0.0244063032734357	0.752781329873932	1
1211	5004	CLTA	ORM1	-0.0501782577798365	0.517059769087017	1
1211	8883	CLTA	NAE1	0.256354541477996	0.000767450829555899	1
132141	8883	IQCF1	NAE1	0.0258008361388891	0.73915165965509	1
124817	8883	CNTD1	NAE1	0.0878721039918728	0.255932179664107	1
116349	8883	C5orf55	NAE1	0.204259599224437	0.00772607221018306	1
112399	8883	EGLN3	NAE1	-0.0910565520606209	0.239036904577526	1
84674	8883	CARD6	NAE1	-0.17135868555673	0.0259049848752661	1
83734	8883	ATG10	NAE1	0.253004068644998	0.000904030643558912	1
1103	8883	CHAT	NAE1	-0.0225966560071289	0.770582088112745	1
81025	8883	GJA9	NAE1	0.0477344741610055	0.537700447552136	1
1080	8883	CFTR	NAE1	-0.036575981471932	0.636843393890081	1
79092	8883	CARD14	NAE1	-0.210607682224945	0.0059872880273208	1
64170	8883	CARD9	NAE1	-0.422348272520304	1.06719902450592e-08	0.000191338113103666
57626	8883	KLHL1	NAE1	-0.0759012716304919	0.32668691549632	1
55603	8883	FAM46A	NAE1	-0.195926356219224	0.0106820509878354	1
55179	8883	FAIM	NAE1	0.351831746906148	2.72242134631036e-06	0.0459544723257189
984	8883	CDK11B	NAE1	-0.227781824560586	0.00289718340726103	1
54619	8883	CCNJ	NAE1	0.0642390132390274	0.4066707018591	1
54468	8883	MIOS	NAE1	0.211419969611978	0.00579212513424116	1
51606	8883	ATP6V1H	NAE1	0.0607723535187506	0.432510467692091	1
51008	8883	ASCC1	NAE1	0.363568902272113	1.1820243503673e-06	0.0201925219773246
27429	8883	HTRA2	NAE1	0.27131991503936	0.000359510843133169	1
26119	8883	LDLRAP1	NAE1	-0.41366060790217	2.2692642969205e-08	0.000404224049210449
23588	8883	KLHDC2	NAE1	0.318948893335029	2.37373676086368e-05	0.386681718344694
23266	8883	LPHN2	NAE1	-0.0759105639035978	0.326627522509485	1
916	8883	CD3E	NAE1	-0.249821205375945	0.00105411612151727	1
11144	8883	DMC1	NAE1	0.0360898680579979	0.641331430369768	1
10669	8883	CGREF1	NAE1	0.00698061913188438	0.928227110580942	1
10598	8883	AHSA1	NAE1	-0.0452260402721655	0.559305174372595	1
839	8883	CASP6	NAE1	0.273943206760542	0.000313328362559569	1
10319	8883	LAMC3	NAE1	-0.242600838232246	0.00148285794765232	1
10297	8883	APC2	NAE1	-0.176712363002803	0.0215430785478946	1
694	8883	BTG1	NAE1	0.0610471966341511	0.430428092247361	1
9459	8883	ARHGEF6	NAE1	0.0310970267851242	0.688156478448191	1
9023	8883	CH25H	NAE1	-0.196690715041423	0.0103745181740663	1
8841	8883	HDAC3	NAE1	0.383130662040614	2.72867700358272e-07	0.00474134916142533
8747	8883	ADAM21	NAE1	-0.0805022644369757	0.298129920278002	1
8525	8883	DGKZ	NAE1	-0.368001636532025	8.550583298931e-07	0.0146548447160378
8477	8883	GPR65	NAE1	0.0188534409822671	0.807775073188448	1
662	8883	BNIP1	NAE1	0.42815951558711	6.36577740137155e-09	0.000114615822111695
5977	8883	DPF2	NAE1	0.174403659506308	0.023339585276215	1
4294	8883	MAP3K10	NAE1	-0.299087206839538	7.81247377598995e-05	1
358	8883	AQP1	NAE1	0.136064672930148	0.0777445056894537	1
3906	8883	LALBA	NAE1	-0.00419065271935789	0.956875891349649	1
